
   Detailed Statistics  
    Arrivals 
  
  Airport: San Francisco-Oakland-Freemont, CA - San Francisco International (SFO)
  Airline: Delta Air Lines (DL)
  Month(s): April
  Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and  31
  Year(s): 2014
  NOTE:  A complete listing of airline  and airport  abbreviations is available. Times are reported in local time using a 24 hour clock.
  Airlines began reporting tarmac times for cancelled and diverted flights in October 2008. Tarmac times for cancelled or diverted flights operated prior to Oct. 1, 2008 are not available. Cause of delay data is available on this database beginning with flights operated in October 2008. For cause of delay data from June 2003, when cause of delay data was first reported, see  BTS Causes of Delay  or the  On-Time Performance database  For an explanation of the Cause of Delay reporting, see Understanding the  Reporting of Causes of Flight Delays and Cancellations. 
  All Cause of Delay (in minutes) are referring to the Arrival Delay.
   

  
  Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport ,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time(Minutes),Arrival Delay(Minutes),Wheels-on Time,Taxi-in Time(Minutes),DelayCarrier(Minutes),DelayWeather(Minutes),DelayNational Aviation System(Minutes),DelaySecurity(Minutes),DelayLate Aircraft Arrival(Minutes),
  DL,04/07/2014,2265,N176DZ,ATL,22:46,23:28,0319 ,42,23:23,0005,0000,0000,0000,0000,0042,
  DL,04/07/2014,2305,N313US,MSP,11:28,11:02,0253 ,-26,10:54,0008,0000,0000,0000,0000,0000,
  DL,04/07/2014,2349,N137DL,ATL,18:53,19:57,0323 ,64,19:46,0011,0000,0064,0000,0000,0000,
  DL,04/07/2014,2375,N664DN,SLC,12:11,12:06,0120 ,-5,11:57,0009,0000,0000,0000,0000,0000,
  DL,04/08/2014,0241,N680DA,ATL,20:47,20:52,0317 ,5,20:46,0006,0000,0000,0000,0000,0000,
  DL,04/08/2014,0415,N723TW,JFK,20:00,19:19,0405 ,-41,19:13,0006,0000,0000,0000,0000,0000,
  DL,04/08/2014,0431,N1602 ,JFK,13:35,13:54,0395 ,19,13:47,0007,0000,0000,0019,0000,0000,
  DL,04/08/2014,0432,N712TW,JFK,16:29,16:04,0389 ,-25,15:57,0007,0000,0000,0000,0000,0000,
  DL,04/08/2014,0435,N706TW,JFK,22:59,22:26,0404 ,-33,22:21,0005,0000,0000,0000,0000,0000,
  DL,04/08/2014,0469,N711ZX,JFK,10:34,09:56,0394 ,-38,09:50,0006,0000,0000,0000,0000,0000,
  DL,04/08/2014,0745,N815DN,DTW,10:52,12:24,0318 ,92,12:19,0005,0092,0000,0000,0000,0000,
  DL,04/08/2014,1145,N126DL,DTW,17:58,17:22,0318 ,-36,17:17,0005,0000,0000,0000,0000,0000,
  DL,04/08/2014,1355,N129DL,ATL,16:55,16:39,0320 ,-16,16:34,0005,0000,0000,0000,0000,0000,
  DL,04/08/2014,1505,N387DA,MSP,21:56,22:32,0246 ,36,22:27,0005,0000,0000,0000,0000,0036,
  DL,04/08/2014,1680,N609DL,ATL,12:25,12:04,0320 ,-21,12:00,0004,0000,0000,0000,0000,0000,
  DL,04/08/2014,1800,N6709 ,DTW,14:16,13:45,0316 ,-31,13:37,0008,0000,0000,0000,0000,0000,
  DL,04/08/2014,1988,N130DL,DTW,22:24,22:10,0318 ,-14,22:00,0010,0000,0000,0000,0000,0000,
  DL,04/08/2014,2023,N615DL,MSP,13:22,13:09,0247 ,-13,12:58,0011,0000,0000,0000,0000,0000,
  DL,04/08/2014,2049,N3766 ,ATL,10:29,10:09,0319 ,-20,10:05,0004,0000,0000,0000,0000,0000,
  DL,04/08/2014,2209,N667DN,MSP,19:44,19:33,0249 ,-11,19:27,0006,0000,0000,0000,0000,0000,
  DL,04/08/2014,2265,N816DN,ATL,22:46,23:10,0319 ,24,23:04,0006,0023,0000,0000,0000,0001,
  DL,04/08/2014,2305,N387DA,MSP,11:27,13:42,0252 ,135,13:35,0007,0135,0000,0000,0000,0000,
  DL,04/08/2014,2349,N124DE,ATL,18:53,18:39,0323 ,-14,18:34,0005,0000,0000,0000,0000,0000,
  DL,04/08/2014,2375,N699DL,SLC,12:11,12:05,0120 ,-6,11:58,0007,0000,0000,0000,0000,0000,
  DL,04/09/2014,0241,N6700 ,ATL,20:47,20:31,0317 ,-16,20:24,0007,0000,0000,0000,0000,0000,
  DL,04/09/2014,0415,N706TW,JFK,20:00,19:29,0405 ,-31,19:20,0009,0000,0000,0000,0000,0000,
  DL,04/09/2014,0431,N624AG,JFK,13:48,13:32,0383 ,-16,13:26,0006,0000,0000,0000,0000,0000,
  DL,04/09/2014,0432,N709TW,JFK,16:29,16:15,0389 ,-14,16:10,0005,0000,0000,0000,0000,0000,
  DL,04/09/2014,0434,N711ZX,JFK,21:40,21:32,0401 ,-8,21:25,0007,0000,0000,0000,0000,0000,
  DL,04/09/2014,0435,N727TW,JFK,22:59,23:13,0404 ,14,23:02,0011,0000,0000,0000,0000,0000,
  DL,04/09/2014,0469,N705TW,JFK,10:34,10:17,0394 ,-17,10:07,0010,0000,0000,0000,0000,0000,
  DL,04/09/2014,0745,N815DN,DTW,10:52,10:33,0318 ,-19,10:26,0007,0000,0000,0000,0000,0000,
  DL,04/09/2014,1145,N129DL,DTW,17:58,17:47,0318 ,-11,17:42,0005,0000,0000,0000,0000,0000,
  DL,04/09/2014,1151,N3760C,MSP,17:19,17:17,0244 ,-2,17:12,0005,0000,0000,0000,0000,0000,
  DL,04/09/2014,1355,N124DE,ATL,16:55,16:40,0320 ,-15,16:35,0005,0000,0000,0000,0000,0000,
  DL,04/09/2014,1505,N362NW,MSP,21:57,23:30,0247 ,93,23:26,0004,0093,0000,0000,0000,0000,
  DL,04/09/2014,1680,N649DL,ATL,12:25,12:08,0320 ,-17,11:59,0009,0000,0000,0000,0000,0000,
  DL,04/09/2014,1800,N614DL,DTW,14:16,13:54,0316 ,-22,13:45,0009,0000,0000,0000,0000,0000,
  DL,04/09/2014,1894,N315US,CVG,11:20,11:12,0300 ,-8,11:07,0005,0000,0000,0000,0000,0000,
  DL,04/09/2014,1988,N138DL,DTW,22:24,22:21,0318 ,-3,22:13,0008,0000,0000,0000,0000,0000,
  DL,04/09/2014,2023,N688DL,MSP,13:22,13:55,0247 ,33,13:47,0008,0032,0000,0001,0000,0000,
  DL,04/09/2014,2049,N807DN,ATL,10:29,10:40,0319 ,11,10:32,0008,0000,0000,0000,0000,0000,
