
   Detailed Statistics  
    Arrivals 
  
  Airport: San Francisco-Oakland-Freemont, CA - San Francisco International (SFO)
  Airline: Delta Air Lines (DL)
  Month(s): September
  Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and  31
  Year(s): 2014
  NOTE:  A complete listing of airline  and airport  abbreviations is available. Times are reported in local time using a 24 hour clock.
  Airlines began reporting tarmac times for cancelled and diverted flights in October 2008. Tarmac times for cancelled or diverted flights operated prior to Oct. 1, 2008 are not available. Cause of delay data is available on this database beginning with flights operated in October 2008. For cause of delay data from June 2003, when cause of delay data was first reported, see  BTS Causes of Delay  or the  On-Time Performance database  For an explanation of the Cause of Delay reporting, see Understanding the  Reporting of Causes of Flight Delays and Cancellations. 
  All Cause of Delay (in minutes) are referring to the Arrival Delay.
   

  
  Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport ,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time(Minutes),Arrival Delay(Minutes),Wheels-on Time,Taxi-in Time(Minutes),DelayCarrier(Minutes),DelayWeather(Minutes),DelayNational Aviation System(Minutes),DelaySecurity(Minutes),DelayLate Aircraft Arrival(Minutes),
  DL,09/02/2014,1151,N327NW,MSP,13:39,13:20,0249 ,-19,13:13,0007,0000,0000,0000,0000,0000,
  DL,09/02/2014,1505,N652DL,MSP,19:52,19:51,0252 ,-1,19:46,0005,0000,0000,0000,0000,0000,
  DL,09/02/2014,1680,N806DN,ATL,13:20,12:51,0320 ,-29,12:46,0005,0000,0000,0000,0000,0000,
  DL,09/02/2014,1793,N651DL,MSP,17:17,16:58,0247 ,-19,16:53,0005,0000,0000,0000,0000,0000,
  DL,09/02/2014,1894,N3747D,CVG,11:12,11:17,0297 ,5,11:10,0007,0000,0000,0000,0000,0000,
  DL,09/02/2014,2049,N804DN,ATL,10:23,09:46,0313 ,-37,09:41,0005,0000,0000,0000,0000,0000,
  DL,09/02/2014,2260,N814DN,ATL,12:16,11:53,0321 ,-23,11:49,0004,0000,0000,0000,0000,0000,
  DL,09/02/2014,2265,N138DL,ATL,22:59,22:59,0316 ,0,22:55,0004,0000,0000,0000,0000,0000,
  DL,09/02/2014,2305,N684DA,MSP,11:46,11:23,0251 ,-23,11:18,0005,0000,0000,0000,0000,0000,
  DL,09/02/2014,2349,N373DA,ATL,16:20,17:30,0315 ,70,17:23,0007,0000,0000,0070,0000,0000,
  DL,09/02/2014,2375,N350NA,SLC,12:29,12:27,0132 ,-2,12:01,0026,0000,0000,0000,0000,0000,
  DL,09/02/2014,2382,N351NB,SLC,22:07,22:02,0127 ,-5,21:55,0007,0000,0000,0000,0000,0000,
  DL,09/03/2014,0241,N140LL,ATL,18:54,19:08,0324 ,14,19:01,0007,0000,0000,0000,0000,0000,
  DL,09/03/2014,0415,N703TW,JFK,19:54,19:38,0399 ,-16,19:28,0010,0000,0000,0000,0000,0000,
  DL,09/03/2014,0428,N717TW,JFK,12:31,12:05,0391 ,-26,11:59,0006,0000,0000,0000,0000,0000,
  DL,09/03/2014,0430,N705TW,JFK,15:09,15:02,0384 ,-7,14:58,0004,0000,0000,0000,0000,0000,
  DL,09/03/2014,0431,N702TW,JFK,21:22,20:37,0387 ,-45,20:28,0009,0000,0000,0000,0000,0000,
  DL,09/03/2014,0435,N723TW,JFK,22:49,22:36,0394 ,-13,22:20,0016,0000,0000,0000,0000,0000,
  DL,09/03/2014,0469,N707TW,JFK,10:30,10:07,0390 ,-23,10:03,0004,0000,0000,0000,0000,0000,
  DL,09/03/2014,0545,N825DN,DTW,22:07,21:46,0306 ,-21,21:41,0005,0000,0000,0000,0000,0000,
  DL,09/03/2014,0745,N814DN,DTW,10:56,10:34,0310 ,-22,10:30,0004,0000,0000,0000,0000,0000,
  DL,09/03/2014,0971,N325US,DTW,14:10,13:45,0309 ,-25,13:37,0008,0000,0000,0000,0000,0000,
  DL,09/03/2014,1145,N581NW,DTW,18:05,17:44,0310 ,-21,17:35,0009,0000,0000,0000,0000,0000,
  DL,09/03/2014,1151,N327NW,MSP,13:39,13:42,0249 ,3,13:35,0007,0000,0000,0000,0000,0000,
  DL,09/03/2014,1505,N694DL,MSP,17:37,17:29,0242 ,-8,17:23,0006,0000,0000,0000,0000,0000,
  DL,09/03/2014,1649,N138DL,ATL,23:01,00:27,0316 ,86,00:21,0006,0000,0086,0000,0000,0000,
  DL,09/03/2014,1793,N6709 ,MSP,15:15,15:16,0245 ,1,15:10,0006,0000,0000,0000,0000,0000,
  DL,09/03/2014,2049,N825DN,ATL,10:23,10:00,0313 ,-23,09:53,0007,0000,0000,0000,0000,0000,
  DL,09/03/2014,2209,N821DN,MSP,22:10,22:06,0245 ,-4,21:54,0012,0000,0000,0000,0000,0000,
  DL,09/03/2014,2260,N806DN,ATL,12:16,11:50,0321 ,-26,11:44,0006,0000,0000,0000,0000,0000,
  DL,09/03/2014,2265,N371DA,ATL,21:10,21:21,0314 ,11,21:17,0004,0000,0000,0000,0000,0000,
  DL,09/03/2014,2305,N666DN,MSP,09:36,09:44,0246 ,8,09:37,0007,0000,0000,0000,0000,0000,
  DL,09/03/2014,2349,N3759 ,ATL,16:20,16:49,0315 ,29,16:39,0010,0000,0000,0029,0000,0000,
  DL,09/03/2014,2375,N350NA,SLC,12:29,12:40,0132 ,11,12:36,0004,0000,0000,0000,0000,0000,
  DL,09/03/2014,2382,N347NB,SLC,18:27,17:59,0132 ,-28,17:54,0005,0000,0000,0000,0000,0000,
  DL,09/04/2014,0241,N1402A,ATL,18:54,18:31,0324 ,-23,18:15,0016,0000,0000,0000,0000,0000,
  DL,09/04/2014,0415,N717TW,JFK,19:54,19:11,0399 ,-43,19:06,0005,0000,0000,0000,0000,0000,
  DL,09/04/2014,0428,N702TW,JFK,12:31,12:13,0391 ,-18,11:58,0015,0000,0000,0000,0000,0000,
  DL,09/04/2014,0430,N706TW,JFK,15:09,15:11,0384 ,2,15:05,0006,0000,0000,0000,0000,0000,
  DL,09/04/2014,0431,N712TW,JFK,21:22,21:06,0387 ,-16,20:58,0008,0000,0000,0000,0000,0000,
  DL,09/04/2014,0435,N710TW,JFK,22:49,22:28,0394 ,-21,22:20,0008,0000,0000,0000,0000,0000,
  DL,09/04/2014,0469,N705TW,JFK,10:30,09:57,0390 ,-33,09:51,0006,0000,0000,0000,0000,0000,
  DL,09/04/2014,0545,N6716C,DTW,22:06,23:45,0305 ,99,23:39,0006,0099,0000,0000,0000,0000,
  DL,09/04/2014,0745,N806DN,DTW,10:56,10:45,0310 ,-11,10:41,0004,0000,0000,0000,0000,0000,
  DL,09/04/2014,0971,N357NW,DTW,14:10,14:27,0309 ,17,14:21,0006,0000,0000,0017,0000,0000,
  DL,09/04/2014,1145,N581NW,DTW,18:05,17:49,0310 ,-16,17:44,0005,0000,0000,0000,0000,0000,
  DL,09/04/2014,1151,N352NW,MSP,13:39,14:05,0249 ,26,13:57,0008,0000,0000,0026,0000,0000,
  DL,09/04/2014,1505,N6710E,MSP,17:37,17:49,0242 ,12,17:42,0007,0000,0000,0000,0000,0000,
  DL,09/04/2014,1649,N806DN,ATL,22:58,22:54,0315 ,-4,22:46,0008,0000,0000,0000,0000,0000,
  DL,09/04/2014,1793,N817DN,MSP,15:16,15:21,0246 ,5,15:10,0011,0000,0000,0000,0000,0000,
  DL,09/04/2014,2049,N824DN,ATL,10:23,10:03,0313 ,-20,09:58,0005,0000,0000,0000,0000,0000,
  DL,09/04/2014,2209,N814DN,MSP,22:10,22:05,0245 ,-5,21:59,0006,0000,0000,0000,0000,0000,
  DL,09/04/2014,2260,N823DN,ATL,12:16,12:18,0321 ,2,12:10,0008,0000,0000,0000,0000,0000,
  DL,09/04/2014,2265,N384DA,ATL,21:10,21:40,0314 ,30,21:35,0005,0011,0000,0019,0000,0000,
  DL,09/04/2014,2349,N675DL,ATL,16:20,16:26,0315 ,6,16:11,0015,0000,0000,0000,0000,0000,
  DL,09/04/2014,2382,N352NB,SLC,18:27,17:59,0132 ,-28,17:55,0004,0000,0000,0000,0000,0000,
  DL,09/05/2014,0241,N144DA,ATL,18:54,18:28,0324 ,-26,18:23,0005,0000,0000,0000,0000,0000,
  DL,09/05/2014,0415,N705TW,JFK,19:54,19:19,0399 ,-35,19:14,0005,0000,0000,0000,0000,0000,
  DL,09/05/2014,0428,N712TW,JFK,12:31,12:18,0391 ,-13,12:09,0009,0000,0000,0000,0000,0000,
  DL,09/05/2014,0430,N711ZX,JFK,15:09,14:50,0384 ,-19,14:44,0006,0000,0000,0000,0000,0000,
  DL,09/05/2014,0431,N703TW,JFK,21:22,21:31,0387 ,9,21:22,0009,0000,0000,0000,0000,0000,
  DL,09/05/2014,0435,N713TW,JFK,22:49,22:50,0394 ,1,22:45,0005,0000,0000,0000,0000,0000,
  DL,09/05/2014,0469,N706TW,JFK,10:30,10:09,0390 ,-21,10:05,0004,0000,0000,0000,0000,0000,
  DL,09/05/2014,0545,N805DN,DTW,22:07,23:41,0306 ,94,23:35,0006,0000,0026,0068,0000,0000,
  DL,09/05/2014,0745,N138DL,DTW,10:45,10:33,0310 ,-12,10:27,0006,0000,0000,0000,0000,0000,
  DL,09/05/2014,0971,N3754A,DTW,14:09,14:10,0308 ,1,14:07,0003,0000,0000,0000,0000,0000,
  DL,09/05/2014,1145,N592NW,DTW,18:05,18:11,0310 ,6,18:06,0005,0000,0000,0000,0000,0000,
  DL,09/05/2014,1151,N3752 ,MSP,13:39,13:55,0249 ,16,13:51,0004,0000,0000,0016,0000,0000,
  DL,09/05/2014,1505,N610DL,MSP,17:37,17:30,0242 ,-7,17:23,0007,0000,0000,0000,0000,0000,
  DL,09/05/2014,1649,N823DN,ATL,22:58,22:50,0315 ,-8,22:34,0016,0000,0000,0000,0000,0000,
  DL,09/05/2014,1793,N650DL,MSP,15:15,15:17,0245 ,2,15:12,0005,0000,0000,0000,0000,0000,
  DL,09/05/2014,2049,N6710E,ATL,10:23,10:07,0313 ,-16,10:02,0005,0000,0000,0000,0000,0000,
  DL,09/05/2014,2209,N815DN,MSP,22:10,22:08,0245 ,-2,22:02,0006,0000,0000,0000,0000,0000,
  DL,09/05/2014,2260,N822DN,ATL,12:16,12:03,0321 ,-13,11:56,0007,0000,0000,0000,0000,0000,
  DL,09/05/2014,2265,N6715C,ATL,21:09,20:50,0313 ,-19,20:46,0004,0000,0000,0000,0000,0000,
  DL,09/05/2014,2305,N683DA,MSP,11:46,12:05,0251 ,19,12:01,0004,0000,0000,0019,0000,0000,
  DL,09/05/2014,2349,N382DA,ATL,16:20,15:59,0315 ,-21,15:55,0004,0000,0000,0000,0000,0000,
  DL,09/05/2014,2375,N366NW,SLC,12:29,12:18,0132 ,-11,12:07,0011,0000,0000,0000,0000,0000,
  DL,09/05/2014,2382,N321NB,SLC,18:27,17:57,0132 ,-30,17:52,0005,0000,0000,0000,0000,0000,
  DL,09/06/2014,0241,N140LL,ATL,18:50,18:38,0320 ,-12,18:30,0008,0000,0000,0000,0000,0000,
  DL,09/06/2014,0415,N722TW,JFK,19:49,20:21,0394 ,32,20:18,0003,0000,0000,0026,0000,0006,
  DL,09/06/2014,0432,N703TW,JFK,15:05,14:46,0380 ,-19,14:40,0006,0000,0000,0000,0000,0000,
  DL,09/06/2014,0435,N713TW,JFK,22:44,01:56,0389 ,192,01:52,0004,0192,0000,0000,0000,0000,
  DL,09/06/2014,0469,N711ZX,JFK,10:28,10:08,0388 ,-20,10:04,0004,0000,0000,0000,0000,0000,
  DL,09/06/2014,0545,N817DN,DTW,22:06,21:54,0305 ,-12,21:47,0007,0000,0000,0000,0000,0000,
  DL,09/06/2014,0745,N812DN,DTW,10:53,11:20,0307 ,27,11:10,0010,0000,0000,0027,0000,0000,
