
   Detailed Statistics  
    Arrivals 
  
  Airport: San Francisco-Oakland-Freemont, CA - San Francisco International (SFO)
  Airline: American Airlines (AA)
  Month(s): December
  Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and  31
  Year(s): 2015
  NOTE:  A complete listing of airline  and airport  abbreviations is available. Times are reported in local time using a 24 hour clock.
  Airlines began reporting tarmac times for cancelled and diverted flights in October 2008. Tarmac times for cancelled or diverted flights operated prior to Oct. 1, 2008 are not available. Cause of delay data is available on this database beginning with flights operated in October 2008. For cause of delay data from June 2003, when cause of delay data was first reported, see  BTS Causes of Delay  or the  On-Time Performance database  For an explanation of the Cause of Delay reporting, see Understanding the  Reporting of Causes of Flight Delays and Cancellations. 
  All Cause of Delay (in minutes) are referring to the Arrival Delay.
   

  
  Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport ,Scheduled Arrival Time,Actual Arrival Time,Arrival Delay(Minutes),DelayCarrier(Minutes),DelayWeather(Minutes),DelayNational Aviation System(Minutes),DelaySecurity(Minutes),DelayLate Aircraft Arrival(Minutes),
  AA,12/03/2015,2411,N3EWAA,MIA,23:17,23:56,39,0000,0008,0031,0000,0000,
  AA,12/03/2015,2475,N3DDAA,ORD,18:24,19:50,86,0000,0000,0086,0000,0000,
  AA,12/04/2015,0009,N784AA,JFK,10:43,10:25,-18,0000,0000,0000,0000,0000,
  AA,12/04/2015,0017,N791AA,JFK,20:47,20:08,-39,0000,0000,0000,0000,0000,
  AA,12/04/2015,0037,N882AA,DFW,20:42,20:38,-4,0000,0000,0000,0000,0000,
  AA,12/04/2015,0085,N786AA,JFK,19:16,19:09,-7,0000,0000,0000,0000,0000,
  AA,12/04/2015,0151,N3EJAA,LAX,09:25,09:13,-12,0000,0000,0000,0000,0000,
  AA,12/04/2015,0159,N3GJAA,DFW,09:02,08:44,-18,0000,0000,0000,0000,0000,
  AA,12/04/2015,0167,N3KBAA,MIA,10:26,10:32,6,0000,0000,0000,0000,0000,
  AA,12/04/2015,0177,N794AA,JFK,21:57,21:41,-16,0000,0000,0000,0000,0000,
  AA,12/04/2015,0179,N799AA,JFK,14:10,13:45,-25,0000,0000,0000,0000,0000,
  AA,12/04/2015,0193,N3HKAA,ORD,14:53,14:28,-25,0000,0000,0000,0000,0000,
  AA,12/04/2015,0209,N3HBAA,LAX,17:31,17:12,-19,0000,0000,0000,0000,0000,
  AA,12/04/2015,0241,N3EKAA,ORD,16:40,16:08,-32,0000,0000,0000,0000,0000,
  AA,12/04/2015,0249,N3MNAA,DFW,17:38,17:43,5,0000,0000,0000,0000,0000,
  AA,12/04/2015,0259,N853AA,DFW,13:00,12:57,-3,0000,0000,0000,0000,0000,
  AA,12/04/2015,0330,N857AA,DFW,16:02,15:54,-8,0000,0000,0000,0000,0000,
  AA,12/04/2015,0349,N3ELAA,DFW,14:02,14:01,-1,0000,0000,0000,0000,0000,
  AA,12/04/2015,0353,N3DRAA,LAX,18:40,18:30,-10,0000,0000,0000,0000,0000,
  AA,12/04/2015,0356,N3KVAA,LAX,20:52,20:43,-9,0000,0000,0000,0000,0000,
  AA,12/04/2015,0403,N665AW,PHX,09:50,09:49,-1,0000,0000,0000,0000,0000,
  AA,12/04/2015,0407,N152UW,PHX,16:05,15:49,-16,0000,0000,0000,0000,0000,
  AA,12/04/2015,0433,N165US,PHX,12:35,12:24,-11,0000,0000,0000,0000,0000,
  AA,12/04/2015,0436,N921US,PHX,22:30,22:13,-17,0000,0000,0000,0000,0000,
  AA,12/04/2015,0461,N567UW,CLT,12:18,11:58,-20,0000,0000,0000,0000,0000,
  AA,12/04/2015,0475,N580UW,CLT,23:05,23:09,4,0000,0000,0000,0000,0000,
  AA,12/04/2015,0557,N156UW,CLT,17:38,17:21,-17,0000,0000,0000,0000,0000,
  AA,12/04/2015,0615,N189UW,PHL,11:09,10:28,-41,0000,0000,0000,0000,0000,
  AA,12/04/2015,0662,N583UW,CLT,10:15,09:52,-23,0000,0000,0000,0000,0000,
  AA,12/04/2015,0672,N924US,PHL,13:48,13:24,-24,0000,0000,0000,0000,0000,
  AA,12/04/2015,0686,N178US,PHX,19:16,19:04,-12,0000,0000,0000,0000,0000,
  AA,12/04/2015,0709,N161UW,PHL,19:28,18:42,-46,0000,0000,0000,0000,0000,
  AA,12/04/2015,0719,N510UW,PHL,21:18,20:38,-40,0000,0000,0000,0000,0000,
  AA,12/04/2015,1071,N3FSAA,LAX,19:38,19:26,-12,0000,0000,0000,0000,0000,
  AA,12/04/2015,1130,N3BUAA,MIA,20:37,20:33,-4,0000,0000,0000,0000,0000,
  AA,12/04/2015,1145,N3LRAA,ORD,10:09,09:46,-23,0000,0000,0000,0000,0000,
  AA,12/04/2015,1183,N862AA,DFW,22:34,22:27,-7,0000,0000,0000,0000,0000,
  AA,12/04/2015,1203,N3DRAA,LAX,13:37,13:36,-1,0000,0000,0000,0000,0000,
  AA,12/04/2015,1273,N869AA,DFW,23:51,23:41,-10,0000,0000,0000,0000,0000,
  AA,12/04/2015,1393,N3AMAA,DFW,18:56,18:44,-12,0000,0000,0000,0000,0000,
  AA,12/04/2015,1624,N3LFAA,ORD,19:54,19:42,-12,0000,0000,0000,0000,0000,
  AA,12/04/2015,1799,N920US,CLT,20:50,20:45,-5,0000,0000,0000,0000,0000,
  AA,12/04/2015,2029,N916US,CLT,19:23,19:03,-20,0000,0000,0000,0000,0000,
  AA,12/04/2015,2207,N864AA,DFW,11:03,12:17,74,0074,0000,0000,0000,0000,
  AA,12/04/2015,2356,N3JXAA,ORD,12:56,12:45,-11,0000,0000,0000,0000,0000,
  AA,12/04/2015,2411,N3CKAA,MIA,23:17,22:43,-34,0000,0000,0000,0000,0000,
  AA,12/04/2015,2475,N3FYAA,ORD,18:24,18:16,-8,0000,0000,0000,0000,0000,
  AA,12/05/2015,0015,N798AA,JFK,11:45,11:21,-24,0000,0000,0000,0000,0000,
  AA,12/05/2015,0017,N792AA,JFK,20:47,20:10,-37,0000,0000,0000,0000,0000,
  AA,12/05/2015,0037,N878AA,DFW,20:42,20:21,-21,0000,0000,0000,0000,0000,
  AA,12/05/2015,0085,N794AA,JFK,19:16,18:37,-39,0000,0000,0000,0000,0000,
  AA,12/05/2015,0159,N3BSAA,DFW,09:02,08:40,-22,0000,0000,0000,0000,0000,
  AA,12/05/2015,0167,N3MUAA,MIA,10:26,10:27,1,0000,0000,0000,0000,0000,
  AA,12/05/2015,0177,N785AA,JFK,21:57,21:16,-41,0000,0000,0000,0000,0000,
  AA,12/05/2015,0179,N790AA,JFK,14:10,13:35,-35,0000,0000,0000,0000,0000,
  AA,12/05/2015,0193,N3EGAA,ORD,14:53,14:30,-23,0000,0000,0000,0000,0000,
  AA,12/05/2015,0209,N3EJAA,LAX,17:31,17:21,-10,0000,0000,0000,0000,0000,
  AA,12/05/2015,0249,N3AJAA,DFW,17:38,17:26,-12,0000,0000,0000,0000,0000,
  AA,12/05/2015,0259,N866AA,DFW,13:00,12:44,-16,0000,0000,0000,0000,0000,
  AA,12/05/2015,0330,N875AA,DFW,16:02,17:40,98,0030,0000,0000,0000,0068,
  AA,12/05/2015,0349,N3FLAA,DFW,14:02,14:09,7,0000,0000,0000,0000,0000,
  AA,12/05/2015,0353,N3BKAA,LAX,18:40,18:17,-23,0000,0000,0000,0000,0000,
  AA,12/05/2015,0356,N3KAAA,LAX,20:52,20:48,-4,0000,0000,0000,0000,0000,
  AA,12/05/2015,0403,N667AW,PHX,09:50,09:32,-18,0000,0000,0000,0000,0000,
  AA,12/05/2015,0407,N922US,PHX,16:05,15:37,-28,0000,0000,0000,0000,0000,
  AA,12/05/2015,0433,N185UW,PHX,12:35,12:15,-20,0000,0000,0000,0000,0000,
  AA,12/05/2015,0461,N176UW,CLT,12:18,13:18,60,0060,0000,0000,0000,0000,
  AA,12/05/2015,0475,N521UW,CLT,23:05,00:32,87,0087,0000,0000,0000,0000,
